order_id,customer_id,order_date,order_value,payment_method,status,city
ORD_11193,CUST_2888,2023-12-14,3143,UPI,Delivered,Chennai
ORD_11194,CUST_3963,2023-12-15,1351,Card,Delivered,Bangalore
ORD_11195,CUST_1379,2024-04-01,487,COD,Delivered,Delhi
ORD_11196,CUST_6949,2024-01-26,636,Card,Delivered,Hyderabad
ORD_11197,CUST_7546,2024-04-24,2711,Netbanking,Delivered,Pune
ORD_11198,CUST_6326,2024-03-13,3134,COD,Cancelled,Bangalore
ORD_11199,CUST_4885,2024-03-25,3354,Card,Cancelled,Chennai
ORD_11200,CUST_8083,2024-03-05,4623,Card,Cancelled,Chennai
ORD_11201,CUST_3242,2023-12-28,1129,Card,Delivered,Kolkata
ORD_11202,CUST_6865,2024-01-28,3169,COD,Delivered,Hyderabad
ORD_11203,CUST_7965,2024-04-20,4728,Card,Cancelled,Kolkata
ORD_11204,CUST_8615,2024-01-29,3026,Card,Delivered,Delhi
ORD_11205,CUST_2523,2024-03-18,4257,Card,Delivered,Hyderabad
ORD_11206,CUST_2756,2024-01-24,1411,UPI,Cancelled,Chennai
ORD_11207,CUST_3611,2024-01-03,4971,Netbanking,Delivered,Chennai
ORD_11208,CUST_6375,2024-02-28,4812,Card,Delivered,Mumbai
ORD_11209,CUST_2420,2024-01-24,769,Netbanking,Returned,Hyderabad
ORD_11210,CUST_2265,2024-01-27,1296,Card,Returned,Delhi
ORD_11211,CUST_2196,2024-05-16,1182,COD,Cancelled,Delhi
ORD_11212,CUST_3065,2024-01-09,4091,COD,Delivered,Bangalore
ORD_11213,CUST_8078,2024-05-03,3817,Netbanking,Returned,Pune
ORD_11214,CUST_4072,2023-12-09,889,UPI,Delivered,Pune
ORD_11215,CUST_8913,2024-05-10,3197,UPI,Cancelled,Kolkata
ORD_11216,CUST_6733,2024-02-02,3429,UPI,Delivered,Chennai
ORD_11217,CUST_5917,2024-01-11,3192,Netbanking,Delivered,Chennai
ORD_11218,CUST_3398,2024-01-22,2843,UPI,Delivered,Bangalore
ORD_11219,CUST_4827,2024-01-15,5177,UPI,Returned,Pune
ORD_11220,CUST_1703,2024-02-04,4506,Card,Delivered,Pune
ORD_11221,CUST_4549,2024-01-30,1798,UPI,Delivered,Delhi
ORD_11222,CUST_6351,2024-02-04,4853,UPI,Cancelled,Hyderabad
ORD_11223,CUST_7554,2024-04-12,2428,Card,Delivered,Kolkata
ORD_11224,CUST_5449,2024-01-28,3058,UPI,Delivered,Kolkata
ORD_11225,CUST_2359,2024-03-20,2823,Card,Delivered,Kolkata
ORD_11226,CUST_1232,2024-03-03,2306,Card,Delivered,Bangalore
ORD_11227,CUST_1087,2023-12-13,3676,Card,Delivered,Pune
ORD_11228,CUST_8724,2024-05-26,2933,COD,Delivered,Mumbai
ORD_11229,CUST_4529,2023-12-16,5143,UPI,Delivered,Kolkata
ORD_11230,CUST_7216,2024-01-29,365,UPI,Delivered,Chennai
ORD_11231,CUST_3803,2024-04-21,963,Netbanking,Returned,Chennai
ORD_11232,CUST_5091,2024-05-02,2945,UPI,Delivered,Pune
ORD_11233,CUST_1733,2024-02-29,3513,COD,Delivered,Mumbai
ORD_11234,CUST_4993,2024-01-10,750,Netbanking,Returned,Hyderabad
ORD_11235,CUST_2725,2024-04-05,2847,Card,Delivered,Bangalore
ORD_11236,CUST_7269,2024-01-02,922,UPI,Delivered,Pune
ORD_11237,CUST_4118,2024-04-03,5040,Netbanking,Returned,Mumbai
ORD_11238,CUST_7984,2023-12-10,418,UPI,Returned,Kolkata
ORD_11239,CUST_3172,2024-01-27,3937,UPI,Delivered,Delhi
ORD_11240,CUST_1317,2023-12-09,3335,Card,Delivered,Bangalore
ORD_11241,CUST_5521,2024-01-03,2616,Netbanking,Returned,Bangalore
ORD_11242,CUST_4562,2024-02-19,3387,Netbanking,Cancelled,Bangalore
ORD_11243,CUST_1636,2024-01-19,4993,UPI,Delivered,Pune
ORD_11244,CUST_5037,2024-03-13,4569,COD,Delivered,Bangalore
ORD_11245,CUST_3712,2024-04-21,2029,Netbanking,Delivered,Pune
ORD_11246,CUST_7238,2024-02-15,3307,UPI,Returned,Kolkata
ORD_11247,CUST_5952,2023-12-06,774,COD,Delivered,Kolkata
ORD_11248,CUST_8851,2024-01-10,4496,Card,Delivered,Mumbai
ORD_11249,CUST_8226,2024-04-24,3637,Netbanking,Cancelled,Hyderabad
ORD_11250,CUST_3315,2024-04-20,3292,UPI,Delivered,Bangalore
ORD_11251,CUST_7264,2024-03-20,2451,UPI,Delivered,Delhi
ORD_11252,CUST_6603,2024-03-19,5020,COD,Returned,Mumbai
ORD_11253,CUST_2243,2024-02-15,5091,UPI,Cancelled,Bangalore
ORD_11254,CUST_6453,2023-12-25,3737,COD,Delivered,Mumbai
ORD_11255,CUST_3807,2024-02-06,3468,UPI,Delivered,Pune
ORD_11256,CUST_2846,2024-05-21,3693,COD,Delivered,Hyderabad
ORD_11257,CUST_5879,2024-05-29,610,Card,Delivered,Kolkata
ORD_11258,CUST_1989,2024-04-25,2764,COD,Returned,Chennai
ORD_11259,CUST_1728,2024-05-04,1797,Netbanking,Delivered,Mumbai
ORD_11260,CUST_2430,2024-06-01,2627,UPI,Delivered,Mumbai
ORD_11261,CUST_4501,2024-02-23,3303,COD,Delivered,Bangalore
ORD_11262,CUST_5824,2024-05-21,3007,Card,Delivered,Pune
ORD_11263,CUST_8492,2024-04-08,2709,COD,Delivered,Chennai
ORD_11264,CUST_2808,2024-05-19,3563,Netbanking,Delivered,Delhi
ORD_11265,CUST_3053,2024-03-04,820,UPI,Cancelled,Kolkata
ORD_11266,CUST_6528,2024-02-27,2983,UPI,Delivered,Mumbai
ORD_11267,CUST_5077,2024-01-08,2625,Netbanking,Delivered,Bangalore
ORD_11268,CUST_7948,2023-12-17,4261,COD,Delivered,Hyderabad
ORD_11269,CUST_7101,2024-04-22,1044,Netbanking,Delivered,Bangalore
ORD_11270,CUST_7136,2024-03-08,2215,COD,Delivered,Bangalore
ORD_11271,CUST_3411,2024-02-05,4065,UPI,Delivered,Chennai
ORD_11272,CUST_4564,2024-04-22,2516,UPI,Cancelled,Pune
ORD_11273,CUST_7308,2023-12-30,1364,Card,Delivered,Hyderabad
ORD_11274,CUST_1936,2024-03-07,4389,COD,Delivered,Bangalore
ORD_11275,CUST_1930,2024-04-08,3712,Card,Returned,Mumbai
ORD_11276,CUST_8959,2023-12-15,4523,Card,Delivered,Bangalore
ORD_11277,CUST_4707,2024-02-27,4982,Card,Returned,Mumbai
ORD_11278,CUST_6624,2024-03-07,1894,Netbanking,Returned,Mumbai
ORD_11279,CUST_1830,2024-01-24,4234,Card,Delivered,Delhi
ORD_11280,CUST_2549,2024-04-21,2771,UPI,Cancelled,Bangalore
ORD_11281,CUST_2875,2024-01-07,869,Card,Delivered,Hyderabad
ORD_11282,CUST_2173,2023-12-11,2332,Card,Delivered,Pune
ORD_11283,CUST_4136,2024-04-07,4754,Netbanking,Delivered,Delhi
ORD_11284,CUST_3497,2023-12-28,1178,Netbanking,Delivered,Hyderabad
ORD_11285,CUST_6848,2024-05-29,2721,UPI,Delivered,Hyderabad
ORD_11286,CUST_5636,2024-03-02,4445,COD,Cancelled,Kolkata
ORD_11287,CUST_1389,2023-12-10,2068,UPI,Delivered,Chennai
ORD_11288,CUST_3967,2024-03-01,1684,UPI,Cancelled,Mumbai
ORD_11289,CUST_6624,2024-03-13,3921,Netbanking,Returned,Hyderabad
ORD_11290,CUST_7212,2024-02-25,1096,Card,Delivered,Chennai
ORD_11291,CUST_2402,2024-04-21,2393,UPI,Delivered,Kolkata
ORD_11292,CUST_4999,2024-03-10,4451,Card,Delivered,Kolkata
ORD_11293,CUST_4440,2024-03-09,4139,COD,Delivered,Delhi
ORD_11294,CUST_1902,2023-12-14,976,UPI,Delivered,Mumbai
ORD_11295,CUST_2315,2024-05-15,4507,Netbanking,Delivered,Hyderabad
ORD_11296,CUST_1380,2024-01-26,484,Netbanking,Returned,Pune
ORD_11297,CUST_5868,2024-03-09,1171,Card,Returned,Kolkata
ORD_11298,CUST_2666,2024-01-29,1583,Card,Delivered,Hyderabad
ORD_11299,CUST_7719,2024-03-06,2633,Card,Returned,Bangalore
ORD_11300,CUST_6166,2024-01-28,3654,COD,Returned,Pune
ORD_11301,CUST_2048,2024-05-01,3966,Card,Delivered,Hyderabad
ORD_11302,CUST_3269,2024-04-09,4411,Card,Delivered,Chennai
ORD_11303,CUST_6292,2024-03-01,3668,COD,Delivered,Hyderabad
ORD_11304,CUST_7527,2024-05-17,2821,Netbanking,Delivered,Mumbai
ORD_11305,CUST_4875,2024-06-01,1625,UPI,Delivered,Pune
ORD_11306,CUST_6434,2024-01-04,3812,Netbanking,Delivered,Hyderabad
ORD_11307,CUST_3686,2024-04-30,3954,COD,Delivered,Kolkata
ORD_11308,CUST_8569,2024-03-12,4872,Card,Returned,Chennai
ORD_11309,CUST_7812,2024-04-08,4696,Netbanking,Cancelled,Chennai
ORD_11310,CUST_1385,2023-12-09,5023,UPI,Returned,Chennai
ORD_11311,CUST_5719,2024-05-26,3023,UPI,Delivered,Bangalore
ORD_11312,CUST_6466,2024-01-29,2264,UPI,Delivered,Chennai
ORD_11313,CUST_8414,2024-05-01,3101,Card,Delivered,Bangalore
ORD_11314,CUST_3649,2024-04-25,5107,UPI,Delivered,Hyderabad
ORD_11315,CUST_8060,2024-04-23,3474,COD,Delivered,Hyderabad
ORD_11316,CUST_1994,2024-04-02,1174,COD,Delivered,Delhi
ORD_11317,CUST_1659,2023-12-22,4533,COD,Delivered,Chennai
ORD_11318,CUST_7705,2024-02-05,1955,Card,Delivered,Bangalore
ORD_11319,CUST_1973,2024-01-08,3436,Netbanking,Delivered,Bangalore
ORD_11320,CUST_5555,2024-01-21,4424,Card,Delivered,Pune
ORD_11321,CUST_1942,2024-01-10,3555,COD,Delivered,Delhi
ORD_11322,CUST_8139,2024-02-28,2645,Card,Delivered,Chennai
ORD_11323,CUST_6441,2024-03-10,5095,COD,Delivered,Kolkata
ORD_11324,CUST_2719,2024-01-29,859,Netbanking,Delivered,Mumbai
ORD_11325,CUST_2404,2024-05-20,4641,Card,Delivered,Delhi
ORD_11326,CUST_1296,2024-01-22,758,Netbanking,Delivered,Mumbai
ORD_11327,CUST_7035,2024-02-15,3042,COD,Delivered,Mumbai
ORD_11328,CUST_5160,2024-04-23,3041,UPI,Returned,Chennai
ORD_11329,CUST_1732,2024-03-15,846,Card,Returned,Pune
ORD_11330,CUST_4546,2024-02-04,4753,Netbanking,Delivered,Kolkata
ORD_11331,CUST_1881,2024-04-12,2276,UPI,Delivered,Bangalore
ORD_11332,CUST_7683,2024-04-26,5292,Card,Cancelled,Delhi
ORD_11333,CUST_3142,2024-05-11,592,Netbanking,Cancelled,Delhi
ORD_11334,CUST_5104,2024-04-30,4375,UPI,Delivered,Chennai
ORD_11335,CUST_6839,2024-04-30,4943,Netbanking,Delivered,Delhi
ORD_11336,CUST_5689,2024-01-05,1132,COD,Delivered,Hyderabad
ORD_11337,CUST_2123,2024-01-21,3372,Card,Delivered,Kolkata
ORD_11338,CUST_4340,2023-12-07,3353,Netbanking,Cancelled,Hyderabad
ORD_11339,CUST_4393,2024-01-03,345,Netbanking,Returned,Bangalore
ORD_11340,CUST_4060,2023-12-09,2874,COD,Delivered,Mumbai
ORD_11341,CUST_6876,2024-04-24,1272,COD,Delivered,Pune
ORD_11342,CUST_5470,2024-03-18,3334,UPI,Delivered,Bangalore
ORD_11343,CUST_6142,2024-03-22,3236,Card,Cancelled,Pune
ORD_11344,CUST_2161,2024-02-06,2931,Netbanking,Returned,Hyderabad
ORD_11345,CUST_7933,2024-01-21,2164,Card,Cancelled,Mumbai
ORD_11346,CUST_7669,2024-05-14,4078,Netbanking,Delivered,Delhi
ORD_11347,CUST_7156,2024-05-17,3068,Netbanking,Returned,Delhi
ORD_11348,CUST_8821,2024-02-28,4815,Netbanking,Delivered,Kolkata
ORD_11349,CUST_2984,2024-05-24,2043,UPI,Cancelled,Delhi
ORD_11350,CUST_7439,2024-02-17,2224,UPI,Delivered,Delhi
ORD_11351,CUST_3623,2024-05-10,4467,UPI,Returned,Chennai
ORD_11352,CUST_7050,2024-01-31,2944,UPI,Cancelled,Kolkata
ORD_11353,CUST_3050,2024-05-29,1016,COD,Delivered,Mumbai
ORD_11354,CUST_7485,2024-05-08,1037,Netbanking,Delivered,Pune
ORD_11355,CUST_5091,2024-02-22,3679,Netbanking,Cancelled,Hyderabad
ORD_11356,CUST_7821,2024-02-19,1286,Netbanking,Returned,Mumbai
ORD_11357,CUST_3880,2023-12-30,2217,Card,Delivered,Pune
ORD_11358,CUST_5203,2024-04-28,2968,UPI,Delivered,Kolkata
ORD_11359,CUST_2794,2024-01-05,2895,UPI,Delivered,Kolkata
ORD_11360,CUST_8621,2024-04-07,3187,COD,Cancelled,Hyderabad
ORD_11361,CUST_8867,2024-02-19,852,Netbanking,Cancelled,Hyderabad
ORD_11362,CUST_7746,2024-05-09,4083,COD,Cancelled,Delhi
ORD_11363,CUST_7061,2024-01-07,2272,Card,Delivered,Delhi
ORD_11364,CUST_4503,2024-01-01,2828,Card,Cancelled,Bangalore
ORD_11365,CUST_3326,2024-01-06,1767,COD,Returned,Delhi
ORD_11366,CUST_2421,2024-04-30,3646,COD,Delivered,Bangalore
ORD_11367,CUST_7839,2024-03-07,1762,COD,Cancelled,Bangalore
ORD_11368,CUST_4870,2024-03-13,1958,Card,Returned,Bangalore
ORD_11369,CUST_3193,2024-03-09,2808,Card,Cancelled,Pune
ORD_11370,CUST_6933,2024-03-14,3779,UPI,Delivered,Delhi
ORD_11371,CUST_5960,2024-04-10,1558,Netbanking,Cancelled,Hyderabad
ORD_11372,CUST_7199,2024-02-19,877,Netbanking,Delivered,Delhi
ORD_11373,CUST_2152,2024-02-07,2454,Netbanking,Cancelled,Mumbai
ORD_11374,CUST_2523,2023-12-11,3772,UPI,Delivered,Pune
ORD_11375,CUST_6512,2024-03-07,2326,Netbanking,Returned,Kolkata
ORD_11376,CUST_6365,2024-05-01,4072,Netbanking,Returned,Chennai
ORD_11377,CUST_4877,2024-05-25,5261,UPI,Delivered,Chennai
ORD_11378,CUST_8625,2024-03-31,2648,UPI,Delivered,Pune
ORD_11379,CUST_2734,2024-02-06,3714,Card,Delivered,Mumbai
ORD_11380,CUST_4290,2024-02-12,3509,Netbanking,Returned,Chennai
ORD_11381,CUST_5836,2024-06-01,2038,Card,Delivered,Kolkata
ORD_11382,CUST_8484,2024-03-02,2144,Card,Cancelled,Bangalore
ORD_11383,CUST_1831,2024-05-16,4424,COD,Delivered,Delhi
ORD_11384,CUST_3883,2024-05-16,5230,Card,Cancelled,Delhi
ORD_11385,CUST_7992,2024-03-27,2216,COD,Returned,Chennai
ORD_11386,CUST_1744,2024-01-21,3845,COD,Returned,Mumbai
ORD_11387,CUST_5931,2024-01-06,1631,Netbanking,Delivered,Bangalore
ORD_11388,CUST_5308,2024-02-15,3226,Card,Cancelled,Mumbai
ORD_11389,CUST_6987,2024-02-01,984,Netbanking,Delivered,Mumbai
ORD_11390,CUST_3625,2024-04-07,2457,Netbanking,Returned,Pune
ORD_11391,CUST_7805,2024-05-03,415,COD,Delivered,Chennai
ORD_11392,CUST_2435,2023-12-07,3505,COD,Delivered,Chennai
ORD_11393,CUST_2095,2024-03-27,3516,Card,Delivered,Mumbai
ORD_11394,CUST_3257,2024-02-14,3284,Card,Delivered,Kolkata
ORD_11395,CUST_3601,2024-04-05,4932,Netbanking,Delivered,Pune
ORD_11396,CUST_8499,2024-01-20,3946,UPI,Delivered,Hyderabad
ORD_11397,CUST_1163,2024-04-29,1167,UPI,Delivered,Delhi
ORD_11398,CUST_7057,2024-01-09,5053,Card,Returned,Delhi
ORD_11399,CUST_5967,2024-01-16,4410,COD,Cancelled,Hyderabad
ORD_11400,CUST_5681,2023-12-31,4205,UPI,Cancelled,Kolkata
ORD_11401,CUST_6129,2024-02-09,1182,Netbanking,Delivered,Hyderabad
ORD_11402,CUST_5584,2024-05-02,3659,Card,Returned,Pune
ORD_11403,CUST_3989,2024-03-25,4254,UPI,Cancelled,Bangalore
ORD_11404,CUST_3239,2024-04-27,3563,Netbanking,Delivered,Kolkata
ORD_11405,CUST_3522,2024-04-12,3940,COD,Delivered,Mumbai
ORD_11406,CUST_4973,2024-01-02,4278,Netbanking,Delivered,Pune
ORD_11407,CUST_7584,2024-05-22,2803,COD,Delivered,Mumbai
ORD_11408,CUST_1844,2024-02-25,1728,Netbanking,Delivered,Kolkata
ORD_11409,CUST_5077,2024-05-11,1467,COD,Delivered,Kolkata
ORD_11410,CUST_8005,2024-03-14,4719,UPI,Delivered,Pune
ORD_11411,CUST_8139,2024-02-08,1520,COD,Delivered,Bangalore
ORD_11412,CUST_2369,2023-12-29,1698,Card,Delivered,Chennai
ORD_11413,CUST_7103,2024-04-22,4080,Card,Cancelled,Pune
ORD_11414,CUST_3902,2024-02-22,2520,Netbanking,Returned,Delhi
ORD_11415,CUST_4415,2024-03-28,3917,Card,Cancelled,Chennai
ORD_11416,CUST_5029,2024-03-04,1086,Netbanking,Delivered,Pune
ORD_11417,CUST_5067,2024-01-23,2269,Netbanking,Delivered,Pune
ORD_11418,CUST_1820,2024-05-01,1185,UPI,Delivered,Mumbai
ORD_11419,CUST_6575,2024-02-07,361,COD,Delivered,Pune
ORD_11420,CUST_1593,2024-01-16,885,COD,Cancelled,Pune
ORD_11421,CUST_8234,2024-05-06,1503,COD,Delivered,Hyderabad
ORD_11422,CUST_2179,2024-02-09,4911,Card,Delivered,Pune
ORD_11423,CUST_4780,2024-03-03,802,Netbanking,Returned,Delhi
ORD_11424,CUST_7512,2024-01-15,2661,COD,Delivered,Mumbai
ORD_11425,CUST_3183,2024-03-12,3765,Netbanking,Returned,Bangalore
ORD_11426,CUST_4153,2024-01-15,2666,COD,Returned,Kolkata
ORD_11427,CUST_2825,2024-02-14,1475,Netbanking,Delivered,Bangalore
ORD_11428,CUST_5035,2024-04-20,1474,UPI,Cancelled,Bangalore
ORD_11429,CUST_5031,2024-04-21,4028,COD,Delivered,Delhi
ORD_11430,CUST_1592,2024-04-14,3152,Card,Delivered,Pune
ORD_11431,CUST_7824,2023-12-29,4313,Card,Cancelled,Hyderabad
ORD_11432,CUST_6067,2024-04-20,1327,COD,Delivered,Bangalore
ORD_11433,CUST_5989,2024-03-29,3673,UPI,Delivered,Hyderabad
ORD_11434,CUST_7477,2024-02-14,5154,Netbanking,Returned,Mumbai
ORD_11435,CUST_5488,2024-04-21,4877,Netbanking,Returned,Chennai
ORD_11436,CUST_8063,2023-12-26,1983,Card,Returned,Hyderabad
ORD_11437,CUST_5019,2024-03-03,1777,UPI,Delivered,Hyderabad
ORD_11438,CUST_8252,2024-05-16,4924,Netbanking,Cancelled,Pune
ORD_11439,CUST_8707,2023-12-15,2794,COD,Delivered,Kolkata
ORD_11440,CUST_8623,2024-05-07,2072,Card,Returned,Chennai
ORD_11441,CUST_5953,2024-03-20,2307,Netbanking,Returned,Delhi
ORD_11442,CUST_6055,2024-05-20,1209,UPI,Delivered,Bangalore
ORD_11443,CUST_6066,2023-12-20,1322,Netbanking,Delivered,Bangalore
ORD_11444,CUST_8639,2024-01-04,4974,UPI,Delivered,Chennai
ORD_11445,CUST_3271,2024-03-08,3636,COD,Delivered,Kolkata
ORD_11446,CUST_1350,2024-03-11,3337,Card,Delivered,Pune
ORD_11447,CUST_6256,2024-04-11,4056,Netbanking,Returned,Kolkata
ORD_11448,CUST_4423,2024-03-12,3632,Netbanking,Cancelled,Chennai
ORD_11449,CUST_3008,2024-04-21,4109,UPI,Delivered,Delhi
ORD_11450,CUST_1204,2024-05-01,3433,UPI,Delivered,Bangalore
ORD_11451,CUST_8569,2024-03-27,2455,Netbanking,Returned,Chennai
ORD_11452,CUST_8245,2024-03-11,4549,UPI,Delivered,Hyderabad
ORD_11453,CUST_1765,2024-02-12,2885,COD,Cancelled,Pune
ORD_11454,CUST_8007,2024-04-09,2694,Card,Delivered,Chennai
ORD_11455,CUST_7471,2024-04-07,4776,UPI,Delivered,Mumbai
ORD_11456,CUST_1534,2024-01-08,2339,COD,Delivered,Bangalore
ORD_11457,CUST_1131,2023-12-26,3206,Card,Cancelled,Hyderabad
ORD_11458,CUST_8732,2023-12-10,2693,UPI,Delivered,Chennai
ORD_11459,CUST_3797,2024-04-03,3375,UPI,Cancelled,Pune
ORD_11460,CUST_6804,2024-03-12,3517,COD,Delivered,Delhi
ORD_11461,CUST_4441,2023-12-22,3557,Card,Returned,Mumbai
ORD_11462,CUST_2222,2024-05-24,4213,Card,Delivered,Pune
ORD_11463,CUST_4682,2024-02-13,2009,UPI,Delivered,Hyderabad
ORD_11464,CUST_4024,2024-04-17,2958,UPI,Returned,Pune
ORD_11465,CUST_3745,2024-03-12,4096,COD,Cancelled,Kolkata
ORD_11466,CUST_1370,2024-03-13,1210,UPI,Returned,Chennai
ORD_11467,CUST_8160,2024-06-01,3896,Netbanking,Delivered,Hyderabad
ORD_11468,CUST_8716,2023-12-24,3136,Card,Delivered,Bangalore
ORD_11469,CUST_5045,2024-02-13,1649,Card,Delivered,Mumbai
ORD_11470,CUST_1185,2024-03-19,4044,UPI,Cancelled,Pune
ORD_11471,CUST_8065,2024-01-15,4281,UPI,Delivered,Hyderabad
ORD_11472,CUST_4321,2024-01-14,1371,Netbanking,Returned,Hyderabad
ORD_11473,CUST_5385,2024-02-07,5198,UPI,Returned,Kolkata
ORD_11474,CUST_6481,2024-04-25,1517,Card,Delivered,Pune
ORD_11475,CUST_8872,2024-02-28,497,COD,Returned,Chennai
ORD_11476,CUST_7212,2024-01-01,3484,UPI,Delivered,Chennai
ORD_11477,CUST_5463,2023-12-22,4896,Netbanking,Returned,Hyderabad
ORD_11478,CUST_4911,2024-02-06,777,UPI,Delivered,Bangalore
ORD_11479,CUST_7466,2024-02-16,3738,COD,Cancelled,Chennai
ORD_11480,CUST_8758,2023-12-25,416,Card,Delivered,Chennai
ORD_11481,CUST_2918,2024-02-27,797,Card,Delivered,Hyderabad
ORD_11482,CUST_1861,2024-02-03,1618,Netbanking,Delivered,Hyderabad
ORD_11483,CUST_6760,2024-01-17,3923,Netbanking,Delivered,Delhi
ORD_11484,CUST_5958,2024-03-06,1238,Card,Delivered,Chennai
ORD_11485,CUST_2106,2024-04-16,1568,COD,Cancelled,Delhi
ORD_11486,CUST_4352,2024-02-14,1827,Netbanking,Delivered,Kolkata
ORD_11487,CUST_3602,2024-03-31,5105,Netbanking,Delivered,Kolkata
ORD_11488,CUST_1549,2024-03-13,2987,COD,Returned,Chennai
ORD_11489,CUST_2523,2023-12-05,4378,COD,Cancelled,Hyderabad
ORD_11490,CUST_6136,2024-01-08,3894,UPI,Returned,Kolkata
ORD_11491,CUST_6715,2024-02-25,1160,UPI,Delivered,Chennai
ORD_11492,CUST_6592,2024-02-04,4156,UPI,Delivered,Pune
ORD_11493,CUST_6380,2024-03-25,3035,Card,Delivered,Delhi
ORD_11494,CUST_3960,2024-05-09,1275,COD,Returned,Mumbai
ORD_11495,CUST_1039,2024-03-22,4646,Netbanking,Cancelled,Kolkata
ORD_11496,CUST_4919,2024-02-19,2498,Netbanking,Cancelled,Mumbai
ORD_11497,CUST_3428,2024-05-14,1453,COD,Delivered,Chennai
ORD_11498,CUST_2002,2024-03-10,5129,UPI,Cancelled,Pune
ORD_11499,CUST_1063,2024-05-05,1154,UPI,Cancelled,Pune
ORD_11500,CUST_3924,2024-02-11,2909,UPI,Delivered,Pune
ORD_11501,CUST_6790,2024-02-01,566,Netbanking,Delivered,Hyderabad
ORD_11502,CUST_4669,2023-12-30,2450,Netbanking,Delivered,Bangalore
ORD_11503,CUST_3048,2024-03-05,3606,COD,Cancelled,Chennai
ORD_11504,CUST_6269,2024-03-09,811,Netbanking,Returned,Pune
ORD_11505,CUST_5261,2024-03-16,2213,COD,Delivered,Bangalore
ORD_11506,CUST_7533,2024-03-17,2857,Netbanking,Delivered,Hyderabad
ORD_11507,CUST_7485,2024-05-05,4581,Card,Delivered,Mumbai
ORD_11508,CUST_2890,2024-02-05,4163,Card,Delivered,Chennai
ORD_11509,CUST_1462,2024-05-22,1087,Netbanking,Cancelled,Mumbai
ORD_11510,CUST_1150,2024-03-09,2895,Card,Delivered,Kolkata
ORD_11511,CUST_2345,2024-03-08,3534,Card,Delivered,Kolkata
ORD_11512,CUST_8690,2024-03-30,3676,Netbanking,Delivered,Bangalore
ORD_11513,CUST_3137,2024-01-31,4369,UPI,Delivered,Chennai
ORD_11514,CUST_3077,2023-12-15,1054,Card,Cancelled,Bangalore
ORD_11515,CUST_7257,2024-04-29,2092,UPI,Delivered,Pune
ORD_11516,CUST_8048,2023-12-19,4533,COD,Delivered,Bangalore
ORD_11517,CUST_8262,2024-04-14,1950,Netbanking,Cancelled,Chennai
ORD_11518,CUST_6291,2024-03-31,2815,Card,Delivered,Hyderabad
ORD_11519,CUST_7260,2024-04-16,1423,UPI,Cancelled,Chennai
ORD_11520,CUST_5959,2024-01-01,1393,Card,Delivered,Mumbai
ORD_11521,CUST_5798,2023-12-30,542,Card,Returned,Mumbai
ORD_11522,CUST_5584,2024-02-03,4379,Netbanking,Cancelled,Hyderabad
ORD_11523,CUST_6306,2024-01-09,2009,Card,Delivered,Kolkata
ORD_11524,CUST_4123,2024-01-27,2208,COD,Delivered,Delhi
ORD_11525,CUST_3407,2024-04-08,5168,COD,Returned,Delhi
ORD_11526,CUST_5572,2024-04-23,3949,Netbanking,Cancelled,Kolkata
ORD_11527,CUST_1183,2023-12-31,3894,Card,Cancelled,Chennai
ORD_11528,CUST_5684,2024-04-03,1984,COD,Delivered,Pune
ORD_11529,CUST_2561,2024-05-11,3410,UPI,Delivered,Chennai
ORD_11530,CUST_8459,2024-04-14,3656,Netbanking,Delivered,Chennai
ORD_11531,CUST_6716,2024-04-22,4079,Card,Delivered,Delhi
ORD_11532,CUST_6844,2024-04-24,4649,Netbanking,Cancelled,Hyderabad
ORD_11533,CUST_7324,2023-12-26,2108,COD,Cancelled,Kolkata
ORD_11534,CUST_3531,2023-12-28,1109,COD,Cancelled,Bangalore
ORD_11535,CUST_2476,2024-01-19,5144,Card,Delivered,Hyderabad
ORD_11536,CUST_4902,2024-03-30,4980,Netbanking,Returned,Bangalore
ORD_11537,CUST_2799,2024-02-05,2699,COD,Delivered,Delhi
ORD_11538,CUST_4507,2024-04-27,899,COD,Cancelled,Chennai
ORD_11539,CUST_4667,2024-04-07,1759,Card,Cancelled,Delhi
ORD_11540,CUST_2332,2024-04-16,3952,Netbanking,Returned,Kolkata
ORD_11541,CUST_8426,2024-03-03,1626,UPI,Delivered,Kolkata
ORD_11542,CUST_5413,2024-05-15,4180,UPI,Delivered,Chennai
ORD_11543,CUST_1629,2024-03-24,3679,COD,Cancelled,Hyderabad
ORD_11544,CUST_1828,2024-01-26,1632,UPI,Delivered,Chennai
ORD_11545,CUST_4557,2024-03-26,1220,Netbanking,Returned,Hyderabad
ORD_11546,CUST_4576,2024-05-07,567,Netbanking,Delivered,Kolkata
ORD_11547,CUST_7374,2024-02-11,3438,UPI,Delivered,Hyderabad
ORD_11548,CUST_5355,2024-01-15,725,UPI,Cancelled,Bangalore
ORD_11549,CUST_4728,2024-05-08,3823,UPI,Delivered,Chennai
ORD_11550,CUST_1017,2023-12-12,1283,Card,Returned,Kolkata
ORD_11551,CUST_2015,2024-04-15,4081,UPI,Returned,Chennai
ORD_11552,CUST_3011,2023-12-22,644,COD,Delivered,Pune
ORD_11553,CUST_6440,2023-12-27,1904,Card,Delivered,Pune
ORD_11554,CUST_2329,2024-03-17,2936,UPI,Delivered,Kolkata
