order_id,product_id,quantity,price,discount
ORD_11307,PROD_260,3,2883,0%
ORD_11308,PROD_272,2,673,0%
ORD_11308,PROD_274,3,1139,0%
ORD_11308,PROD_100,2,1725,15%
ORD_11308,PROD_151,3,3084,0%
ORD_11309,PROD_154,2,505,20%
ORD_11309,PROD_232,2,2194,15%
ORD_11310,PROD_252,3,1098,10%
ORD_11310,PROD_329,3,998,5%
ORD_11311,PROD_304,1,2139,0%
ORD_11311,PROD_342,3,2042,15%
ORD_11311,PROD_126,2,1274,20%
ORD_11312,PROD_97,2,1681,0%
ORD_11312,PROD_72,2,1910,10%
ORD_11312,PROD_174,3,1992,0%
ORD_11313,PROD_333,1,2444,0%
ORD_11313,PROD_291,1,1877,0%
ORD_11313,PROD_3,2,3038,0%
ORD_11314,PROD_264,3,2970,20%
ORD_11315,PROD_91,3,835,10%
ORD_11316,PROD_49,1,371,5%
ORD_11316,PROD_217,2,1899,15%
ORD_11316,PROD_285,1,393,0%
ORD_11316,PROD_66,3,1527,15%
ORD_11317,PROD_24,1,3098,0%
ORD_11317,PROD_253,2,1170,5%
ORD_11317,PROD_316,2,425,20%
ORD_11318,PROD_125,2,1941,0%
ORD_11318,PROD_248,3,1996,20%
ORD_11318,PROD_63,1,2781,0%
ORD_11318,PROD_63,3,520,0%
ORD_11319,PROD_132,2,1681,0%
ORD_11320,PROD_159,1,1454,10%
ORD_11320,PROD_267,3,884,0%
ORD_11320,PROD_73,3,1420,15%
ORD_11320,PROD_36,3,2538,20%
ORD_11321,PROD_7,1,1942,0%
ORD_11322,PROD_59,2,1247,10%
ORD_11322,PROD_137,2,1594,20%
ORD_11323,PROD_149,2,543,10%
ORD_11324,PROD_217,3,2112,5%
ORD_11324,PROD_156,1,3050,15%
ORD_11325,PROD_314,3,2061,0%
ORD_11325,PROD_168,1,506,20%
ORD_11325,PROD_289,1,258,5%
ORD_11326,PROD_287,2,1859,5%
ORD_11326,PROD_231,1,3129,0%
ORD_11326,PROD_152,3,1016,5%
ORD_11327,PROD_317,3,1274,0%
ORD_11327,PROD_237,1,1224,15%
ORD_11327,PROD_128,3,2902,15%
ORD_11328,PROD_98,2,633,0%
ORD_11328,PROD_78,1,2255,15%
ORD_11328,PROD_203,2,2555,15%
ORD_11329,PROD_98,1,1969,0%
ORD_11329,PROD_19,2,1309,20%
ORD_11329,PROD_291,3,2741,15%
ORD_11329,PROD_270,3,2858,15%
ORD_11330,PROD_334,1,316,0%
ORD_11330,PROD_260,1,1920,0%
ORD_11331,PROD_276,3,2532,20%
ORD_11331,PROD_297,2,2917,0%
ORD_11331,PROD_3,2,1672,0%
ORD_11331,PROD_174,2,2594,15%
ORD_11332,PROD_233,2,375,20%
ORD_11332,PROD_210,2,1289,0%
ORD_11333,PROD_12,3,2620,15%
ORD_11334,PROD_177,1,2777,0%
ORD_11334,PROD_175,3,1934,0%
ORD_11335,PROD_283,3,997,5%
ORD_11335,PROD_109,2,457,20%
ORD_11335,PROD_174,1,1376,0%
ORD_11335,PROD_258,1,2091,10%
ORD_11336,PROD_66,3,1259,0%
ORD_11337,PROD_236,3,2521,20%
ORD_11337,PROD_267,3,1703,0%
ORD_11337,PROD_283,2,326,15%
ORD_11338,PROD_50,3,330,0%
ORD_11339,PROD_66,2,2678,0%
ORD_11339,PROD_327,3,548,0%
ORD_11339,PROD_340,3,682,10%
ORD_11340,PROD_237,3,929,0%
ORD_11341,PROD_247,3,2042,15%
ORD_11341,PROD_96,2,1609,10%
ORD_11342,PROD_292,2,1429,0%
ORD_11342,PROD_261,3,1405,0%
ORD_11342,PROD_34,2,3140,20%
ORD_11342,PROD_118,3,1077,10%
ORD_11343,PROD_57,2,2279,15%
ORD_11344,PROD_321,1,1402,20%
ORD_11344,PROD_137,2,405,10%
ORD_11345,PROD_240,3,2703,0%
ORD_11346,PROD_176,1,2241,0%
ORD_11346,PROD_331,2,2221,0%
ORD_11346,PROD_200,3,2145,20%
ORD_11346,PROD_46,3,290,20%
ORD_11347,PROD_173,3,2266,15%
ORD_11347,PROD_232,2,3064,20%
ORD_11347,PROD_20,3,1539,0%
ORD_11347,PROD_136,3,1126,0%
ORD_11348,PROD_141,2,2350,0%
ORD_11349,PROD_261,2,454,0%
ORD_11349,PROD_247,2,305,0%
ORD_11349,PROD_328,1,2087,0%
ORD_11349,PROD_116,1,1481,0%
ORD_11350,PROD_185,3,1663,0%
ORD_11350,PROD_243,1,1504,15%
ORD_11351,PROD_159,2,1970,0%
ORD_11351,PROD_317,1,521,15%
ORD_11351,PROD_13,3,1846,15%
ORD_11352,PROD_302,1,2448,20%
ORD_11352,PROD_222,2,2039,0%
ORD_11352,PROD_108,3,2800,20%
ORD_11353,PROD_207,2,1760,5%
ORD_11353,PROD_340,3,1697,0%
ORD_11353,PROD_95,3,2210,0%
ORD_11354,PROD_26,1,1910,0%
ORD_11354,PROD_150,2,3142,10%
ORD_11354,PROD_160,2,3136,0%
ORD_11354,PROD_122,3,2781,5%
ORD_11355,PROD_127,2,2753,20%
ORD_11355,PROD_165,1,2778,15%
ORD_11355,PROD_89,2,1735,0%
ORD_11355,PROD_58,2,394,20%
ORD_11356,PROD_200,3,697,0%
ORD_11356,PROD_232,3,1587,0%
ORD_11356,PROD_246,3,2663,10%
ORD_11357,PROD_117,3,2038,0%
ORD_11358,PROD_139,2,3171,5%
ORD_11359,PROD_268,3,797,5%
ORD_11359,PROD_233,2,1269,20%
ORD_11359,PROD_5,1,3194,20%
ORD_11360,PROD_132,1,2403,15%
ORD_11360,PROD_142,3,1180,0%
ORD_11361,PROD_190,1,2966,10%
ORD_11361,PROD_62,3,2987,20%
ORD_11362,PROD_207,1,2175,0%
ORD_11363,PROD_292,3,607,10%
ORD_11364,PROD_238,1,1937,0%
ORD_11364,PROD_15,1,3133,0%
ORD_11364,PROD_31,1,2802,0%
ORD_11365,PROD_14,3,2708,10%
ORD_11365,PROD_59,2,1805,0%
ORD_11365,PROD_168,3,3174,0%
ORD_11365,PROD_132,1,2369,0%
ORD_11366,PROD_238,1,2789,0%
ORD_11366,PROD_331,1,1234,0%
ORD_11366,PROD_19,1,279,0%
ORD_11366,PROD_158,1,1521,0%
ORD_11367,PROD_167,3,1741,0%
ORD_11367,PROD_116,1,1026,10%
ORD_11368,PROD_78,2,1521,5%
ORD_11369,PROD_302,2,1569,20%
ORD_11369,PROD_249,2,1739,0%
ORD_11369,PROD_299,3,2084,0%
ORD_11370,PROD_40,1,443,15%
ORD_11370,PROD_9,3,3007,10%
ORD_11370,PROD_299,1,1460,10%
ORD_11371,PROD_31,1,2036,15%
ORD_11372,PROD_23,1,993,0%
ORD_11372,PROD_338,3,2582,10%
ORD_11372,PROD_133,3,1377,15%
ORD_11373,PROD_243,1,3019,20%
ORD_11373,PROD_156,2,2582,15%
ORD_11373,PROD_153,2,954,0%
ORD_11374,PROD_206,3,3008,0%
ORD_11374,PROD_169,2,2333,10%
ORD_11374,PROD_60,1,1218,15%
ORD_11375,PROD_7,1,2708,5%
ORD_11375,PROD_205,3,282,0%
ORD_11375,PROD_226,3,963,15%
ORD_11375,PROD_65,1,2836,20%
ORD_11376,PROD_225,2,2816,0%
ORD_11376,PROD_114,2,3117,0%
ORD_11377,PROD_264,2,1709,0%
ORD_11377,PROD_291,1,1369,15%
ORD_11377,PROD_169,1,313,0%
ORD_11378,PROD_261,2,2542,0%
ORD_11378,PROD_274,3,615,5%
ORD_11378,PROD_207,2,504,0%
ORD_11378,PROD_135,2,2967,5%
ORD_11379,PROD_150,1,727,5%
ORD_11379,PROD_139,2,2448,0%
ORD_11379,PROD_256,3,247,20%
ORD_11379,PROD_308,1,3182,15%
ORD_11380,PROD_51,1,450,0%
ORD_11380,PROD_197,3,240,0%
ORD_11380,PROD_56,3,223,15%
ORD_11380,PROD_290,3,419,0%
ORD_11381,PROD_146,3,2232,20%
ORD_11381,PROD_301,1,466,0%
ORD_11382,PROD_252,1,2487,20%
ORD_11382,PROD_99,3,938,15%
ORD_11383,PROD_124,1,2893,15%
ORD_11384,PROD_278,3,3046,5%
ORD_11384,PROD_62,1,1287,0%
ORD_11385,PROD_294,3,1469,0%
ORD_11385,PROD_204,1,2174,5%
ORD_11386,PROD_234,2,2139,20%
ORD_11386,PROD_145,2,2539,0%
ORD_11386,PROD_281,3,3184,10%
ORD_11386,PROD_101,2,453,0%
ORD_11387,PROD_291,2,1788,20%
ORD_11387,PROD_42,2,1874,0%
ORD_11387,PROD_69,1,1041,15%
ORD_11387,PROD_184,3,2442,20%
ORD_11388,PROD_251,3,1449,15%
ORD_11389,PROD_275,3,822,20%
ORD_11389,PROD_232,1,2028,0%
ORD_11390,PROD_120,1,956,0%
ORD_11391,PROD_145,1,791,10%
ORD_11391,PROD_227,3,2663,0%
ORD_11391,PROD_127,2,2893,10%
ORD_11392,PROD_293,1,990,0%
ORD_11392,PROD_4,3,590,10%
ORD_11392,PROD_122,2,2455,0%
ORD_11393,PROD_271,1,1885,10%
ORD_11393,PROD_134,2,1648,0%
ORD_11393,PROD_233,1,2270,20%
ORD_11393,PROD_244,2,2141,0%
ORD_11394,PROD_196,3,2486,0%
ORD_11394,PROD_141,3,2560,0%
ORD_11395,PROD_52,3,1156,0%
ORD_11396,PROD_204,3,530,0%
ORD_11396,PROD_93,2,2582,15%
ORD_11397,PROD_100,3,300,0%
ORD_11397,PROD_149,3,2065,0%
ORD_11397,PROD_73,3,2937,0%
ORD_11398,PROD_44,2,870,0%
ORD_11399,PROD_59,2,2766,20%
ORD_11399,PROD_248,1,3017,5%
ORD_11399,PROD_322,2,339,0%
ORD_11399,PROD_115,3,1765,15%
ORD_11400,PROD_225,1,2882,10%
ORD_11400,PROD_321,1,2602,20%
ORD_11401,PROD_79,2,1313,5%
ORD_11401,PROD_165,1,1121,0%
ORD_11402,PROD_74,1,2705,0%
ORD_11402,PROD_270,1,420,20%
ORD_11403,PROD_185,2,1627,15%
ORD_11403,PROD_127,1,665,10%
ORD_11403,PROD_77,1,2866,0%
ORD_11404,PROD_44,2,2007,0%
ORD_11405,PROD_31,3,1660,0%
ORD_11405,PROD_72,3,2494,10%
ORD_11405,PROD_256,2,1560,0%
ORD_11405,PROD_149,1,1379,10%
ORD_11406,PROD_55,2,2734,20%
ORD_11406,PROD_171,1,2136,0%
ORD_11406,PROD_320,1,2727,0%
ORD_11407,PROD_172,3,1927,15%
ORD_11408,PROD_295,2,1736,0%
ORD_11408,PROD_220,1,1276,0%
ORD_11409,PROD_274,3,2473,0%
ORD_11409,PROD_12,2,1655,0%
ORD_11409,PROD_309,3,988,0%
ORD_11410,PROD_92,1,1185,10%
ORD_11410,PROD_197,3,2338,10%
ORD_11411,PROD_169,2,1363,0%
ORD_11411,PROD_111,2,346,10%
ORD_11411,PROD_219,1,2446,0%
ORD_11412,PROD_33,1,345,0%
ORD_11413,PROD_288,3,1897,15%
ORD_11413,PROD_203,2,2724,0%
ORD_11414,PROD_247,3,2602,15%
ORD_11415,PROD_18,3,2002,10%
ORD_11416,PROD_92,1,682,15%
ORD_11417,PROD_235,1,1120,0%
ORD_11417,PROD_89,2,355,20%
ORD_11417,PROD_100,2,1770,0%
ORD_11418,PROD_187,1,2064,15%
ORD_11419,PROD_240,2,2812,15%
ORD_11419,PROD_333,1,1326,10%
ORD_11420,PROD_120,3,2782,10%
ORD_11421,PROD_275,3,1478,20%
ORD_11422,PROD_162,3,2697,5%
ORD_11423,PROD_47,1,413,5%
ORD_11424,PROD_183,1,1610,0%
ORD_11425,PROD_228,2,2646,5%
ORD_11426,PROD_305,3,1024,0%
ORD_11427,PROD_108,2,338,20%
ORD_11427,PROD_69,3,1666,10%
ORD_11428,PROD_309,1,2548,5%
ORD_11429,PROD_29,1,2232,0%
ORD_11429,PROD_337,2,726,15%
ORD_11429,PROD_132,1,2420,0%
ORD_11429,PROD_312,3,1212,0%
ORD_11430,PROD_53,2,1544,10%
ORD_11431,PROD_148,3,1256,0%
ORD_11431,PROD_66,2,491,10%
ORD_11431,PROD_17,1,1028,10%
ORD_11432,PROD_25,2,1021,20%
ORD_11432,PROD_81,3,2909,5%
ORD_11432,PROD_86,1,1050,20%
ORD_11432,PROD_101,1,2166,0%
ORD_11433,PROD_172,2,990,0%
ORD_11433,PROD_45,3,1464,0%
ORD_11433,PROD_24,3,2525,20%
ORD_11434,PROD_142,3,906,0%
ORD_11434,PROD_101,2,707,0%
ORD_11435,PROD_37,3,2514,20%
ORD_11435,PROD_47,3,830,20%
ORD_11435,PROD_190,3,1614,5%
ORD_11435,PROD_156,3,2609,20%
ORD_11436,PROD_192,1,1675,15%
ORD_11436,PROD_211,1,1780,10%
ORD_11436,PROD_71,2,463,5%
ORD_11437,PROD_224,1,2411,0%
ORD_11437,PROD_105,3,599,5%
ORD_11438,PROD_92,3,2841,0%
ORD_11438,PROD_312,2,586,20%
ORD_11438,PROD_227,3,1469,10%
ORD_11438,PROD_174,1,2256,10%
ORD_11439,PROD_301,3,1258,15%
ORD_11439,PROD_176,1,1105,15%
ORD_11440,PROD_106,3,1699,15%
ORD_11440,PROD_315,1,1262,5%
ORD_11440,PROD_230,3,1075,15%
ORD_11441,PROD_107,2,1927,5%
ORD_11441,PROD_206,1,2984,0%
ORD_11441,PROD_223,1,2955,5%
ORD_11441,PROD_16,1,2449,15%
ORD_11442,PROD_124,1,2263,10%
ORD_11443,PROD_203,1,754,0%
ORD_11443,PROD_74,1,1193,20%
ORD_11443,PROD_72,2,1594,0%
ORD_11443,PROD_156,2,1687,20%
ORD_11444,PROD_254,2,508,20%
ORD_11444,PROD_220,1,2122,0%
ORD_11445,PROD_334,3,1660,15%
ORD_11445,PROD_99,3,3089,0%
ORD_11446,PROD_33,2,696,15%
ORD_11447,PROD_120,2,1929,15%
ORD_11447,PROD_144,1,1232,5%
ORD_11447,PROD_168,3,3034,15%
ORD_11448,PROD_205,2,2837,0%
ORD_11448,PROD_49,3,2259,0%
ORD_11448,PROD_93,2,1096,0%
ORD_11449,PROD_315,3,1570,0%
ORD_11449,PROD_199,1,2103,0%
ORD_11449,PROD_198,3,2260,0%
ORD_11450,PROD_287,3,582,20%
ORD_11451,PROD_295,1,921,0%
ORD_11451,PROD_215,2,1428,20%
ORD_11452,PROD_339,2,830,10%
ORD_11452,PROD_202,3,1775,0%
ORD_11452,PROD_307,1,327,0%
ORD_11453,PROD_131,2,684,5%
ORD_11453,PROD_318,1,2135,10%
ORD_11453,PROD_148,3,1411,20%
ORD_11453,PROD_71,3,1306,0%
ORD_11454,PROD_68,2,1062,0%
ORD_11454,PROD_145,3,980,15%
ORD_11455,PROD_157,2,2574,0%
ORD_11455,PROD_303,1,1664,0%
ORD_11456,PROD_178,1,725,10%
ORD_11456,PROD_187,2,1232,10%
ORD_11457,PROD_305,3,2232,0%
ORD_11457,PROD_196,2,2512,10%
ORD_11458,PROD_157,2,1695,20%
ORD_11458,PROD_251,2,1280,20%
ORD_11459,PROD_5,1,790,15%
ORD_11459,PROD_338,2,789,0%
ORD_11459,PROD_36,2,3074,0%
ORD_11460,PROD_118,3,1648,0%
ORD_11460,PROD_317,1,3117,20%
ORD_11460,PROD_119,3,896,10%
ORD_11461,PROD_203,3,846,0%
ORD_11461,PROD_195,3,2365,0%
ORD_11462,PROD_49,2,254,20%
ORD_11463,PROD_146,1,241,0%
ORD_11463,PROD_219,3,1107,5%
ORD_11464,PROD_119,3,1341,15%
ORD_11464,PROD_91,1,2585,0%
ORD_11465,PROD_156,1,1986,0%
ORD_11465,PROD_256,3,2122,10%
ORD_11466,PROD_122,1,3028,0%
ORD_11466,PROD_2,3,1801,0%
ORD_11466,PROD_294,1,906,10%
ORD_11466,PROD_55,3,1442,20%
ORD_11467,PROD_21,3,782,5%
ORD_11467,PROD_248,1,1860,0%
ORD_11468,PROD_218,2,2399,0%
ORD_11469,PROD_303,2,2850,10%
ORD_11469,PROD_56,3,1269,20%
ORD_11469,PROD_131,3,2629,0%
ORD_11469,PROD_238,1,1840,0%
ORD_11470,PROD_235,1,967,0%
ORD_11470,PROD_85,3,538,15%
ORD_11470,PROD_340,2,2510,0%
ORD_11470,PROD_134,3,2153,10%
ORD_11471,PROD_202,3,590,15%
ORD_11471,PROD_102,1,1723,0%
ORD_11471,PROD_46,1,1863,5%
ORD_11471,PROD_271,2,2278,20%
ORD_11472,PROD_155,1,1586,0%
ORD_11472,PROD_207,3,1851,5%
ORD_11472,PROD_275,3,2660,0%
ORD_11472,PROD_339,2,2878,20%
ORD_11473,PROD_162,3,2238,20%
ORD_11473,PROD_340,1,1003,5%
ORD_11473,PROD_281,1,3170,0%
ORD_11473,PROD_88,2,946,0%
ORD_11474,PROD_180,2,2229,10%
ORD_11474,PROD_102,3,2939,0%
ORD_11474,PROD_167,1,1943,5%
ORD_11474,PROD_227,1,2599,20%
ORD_11475,PROD_151,3,324,20%
ORD_11476,PROD_265,3,3053,20%
ORD_11476,PROD_216,3,606,5%
ORD_11476,PROD_114,2,2335,0%
ORD_11476,PROD_266,3,2233,10%
ORD_11477,PROD_326,1,596,20%
ORD_11478,PROD_107,1,1365,15%
ORD_11479,PROD_283,3,1488,0%
ORD_11480,PROD_220,3,1814,20%
ORD_11481,PROD_66,3,3058,10%
ORD_11481,PROD_297,2,3091,15%
ORD_11482,PROD_75,1,420,0%
ORD_11482,PROD_144,2,1917,20%
ORD_11482,PROD_320,1,1427,10%
ORD_11483,PROD_4,2,3115,10%
ORD_11483,PROD_208,2,718,5%
ORD_11484,PROD_214,2,2122,10%
ORD_11485,PROD_75,1,1969,0%
ORD_11486,PROD_327,1,385,15%
ORD_11487,PROD_84,3,1313,0%
ORD_11487,PROD_332,3,959,10%
ORD_11488,PROD_159,1,1723,0%
ORD_11489,PROD_109,3,1835,15%
ORD_11490,PROD_114,1,1530,0%
ORD_11490,PROD_133,2,2082,15%
ORD_11490,PROD_254,1,913,15%
ORD_11491,PROD_132,1,2085,0%
ORD_11492,PROD_220,1,968,0%
ORD_11492,PROD_250,2,2612,0%
ORD_11492,PROD_94,2,223,10%
ORD_11492,PROD_167,2,2989,0%
ORD_11493,PROD_149,2,1007,0%
ORD_11493,PROD_274,3,437,20%
ORD_11493,PROD_261,1,2107,0%
ORD_11494,PROD_163,2,2262,0%
ORD_11494,PROD_218,2,301,20%
ORD_11494,PROD_97,3,676,15%
ORD_11495,PROD_209,2,1442,10%
ORD_11495,PROD_15,1,1586,5%
ORD_11495,PROD_326,3,1594,0%
ORD_11495,PROD_188,2,2643,10%
ORD_11496,PROD_131,3,260,20%
ORD_11496,PROD_223,1,1608,0%
ORD_11496,PROD_60,2,461,5%
ORD_11497,PROD_253,3,536,0%
ORD_11497,PROD_299,2,1073,20%
ORD_11497,PROD_43,1,805,0%
ORD_11498,PROD_121,3,3082,10%
ORD_11498,PROD_11,1,3138,0%
ORD_11498,PROD_305,1,590,0%
ORD_11499,PROD_286,2,245,0%
ORD_11499,PROD_329,2,396,0%
ORD_11499,PROD_24,3,1658,10%
ORD_11500,PROD_129,1,1736,20%
ORD_11500,PROD_69,2,393,5%
ORD_11500,PROD_222,2,1543,15%
ORD_11501,PROD_247,1,812,0%
ORD_11501,PROD_230,2,1280,20%
ORD_11501,PROD_312,1,2404,5%
ORD_11502,PROD_69,1,2114,5%
ORD_11502,PROD_267,2,3176,15%
ORD_11503,PROD_198,3,1410,0%
ORD_11503,PROD_21,2,400,0%
ORD_11503,PROD_55,1,1639,0%
ORD_11504,PROD_166,3,3171,20%
ORD_11504,PROD_10,1,2605,10%
ORD_11504,PROD_46,1,222,20%
ORD_11504,PROD_220,2,1044,10%
ORD_11505,PROD_206,1,2793,0%
ORD_11506,PROD_311,2,2777,5%
ORD_11506,PROD_236,1,478,5%
ORD_11507,PROD_80,3,570,10%
ORD_11507,PROD_45,3,514,0%
ORD_11507,PROD_273,3,1147,0%
ORD_11507,PROD_89,2,2100,10%
ORD_11508,PROD_72,1,2726,0%
ORD_11508,PROD_310,2,791,20%
ORD_11508,PROD_3,1,2027,0%
ORD_11509,PROD_171,3,2589,10%
ORD_11509,PROD_94,1,3062,15%
ORD_11510,PROD_219,3,1592,5%
ORD_11510,PROD_228,2,563,15%
ORD_11510,PROD_149,1,3179,5%
ORD_11511,PROD_225,3,1054,0%
ORD_11511,PROD_285,1,1259,15%
ORD_11512,PROD_135,3,662,0%
ORD_11512,PROD_246,1,3185,0%
ORD_11513,PROD_80,1,2646,0%
ORD_11513,PROD_332,3,488,5%
ORD_11514,PROD_229,1,3067,5%
ORD_11514,PROD_111,3,2906,0%
ORD_11514,PROD_31,3,2394,0%
ORD_11514,PROD_317,3,3113,15%
ORD_11515,PROD_172,2,760,5%
ORD_11515,PROD_48,3,683,15%
ORD_11515,PROD_242,2,1007,0%
ORD_11515,PROD_250,2,2710,5%
ORD_11516,PROD_277,1,1920,0%
ORD_11516,PROD_79,3,1064,0%
ORD_11517,PROD_181,2,707,15%
ORD_11517,PROD_16,2,2071,0%
ORD_11517,PROD_269,1,1014,5%
ORD_11518,PROD_120,1,1101,0%
ORD_11519,PROD_209,2,2125,15%
ORD_11519,PROD_262,1,2051,15%
ORD_11520,PROD_254,1,2624,0%
ORD_11521,PROD_334,1,605,0%
ORD_11521,PROD_313,2,2158,5%
ORD_11521,PROD_269,2,439,0%
ORD_11522,PROD_336,1,1587,5%
ORD_11522,PROD_313,1,715,5%
ORD_11523,PROD_107,3,664,5%
ORD_11523,PROD_230,2,1875,20%
ORD_11523,PROD_164,3,602,0%
ORD_11524,PROD_165,2,2610,0%
ORD_11524,PROD_162,1,383,20%
ORD_11525,PROD_156,1,2649,10%
ORD_11526,PROD_34,2,2720,0%
ORD_11526,PROD_204,2,276,0%
ORD_11527,PROD_124,3,1547,0%
ORD_11527,PROD_48,2,2695,5%
ORD_11527,PROD_133,2,1162,5%
ORD_11527,PROD_70,1,2534,0%
ORD_11528,PROD_340,3,2213,5%
ORD_11528,PROD_157,3,2883,0%
ORD_11528,PROD_19,3,2355,0%
ORD_11528,PROD_79,2,1819,0%
ORD_11529,PROD_329,3,2500,20%
ORD_11529,PROD_174,1,2699,5%
ORD_11530,PROD_201,3,2160,15%
ORD_11531,PROD_222,2,460,0%
ORD_11532,PROD_198,3,3106,10%
ORD_11532,PROD_124,3,1171,20%
ORD_11532,PROD_315,2,1839,0%
ORD_11532,PROD_152,2,1061,5%
ORD_11533,PROD_119,3,3005,10%
ORD_11533,PROD_321,1,1956,0%
ORD_11533,PROD_308,1,1460,0%
ORD_11534,PROD_104,2,2823,15%
ORD_11534,PROD_111,1,474,20%
ORD_11534,PROD_259,1,3187,10%
ORD_11534,PROD_261,3,2212,0%
ORD_11535,PROD_227,1,1685,0%
ORD_11535,PROD_109,3,1701,5%
ORD_11536,PROD_122,3,2323,0%
ORD_11536,PROD_103,2,1473,10%
ORD_11536,PROD_183,3,2267,20%
ORD_11536,PROD_43,1,2451,0%
ORD_11537,PROD_310,3,2869,0%
ORD_11538,PROD_163,1,2994,0%
ORD_11538,PROD_126,2,2038,0%
ORD_11539,PROD_258,3,3109,20%
ORD_11540,PROD_232,1,2959,10%
ORD_11540,PROD_246,1,312,15%
ORD_11541,PROD_256,2,3005,15%
ORD_11541,PROD_57,2,827,10%
ORD_11541,PROD_80,3,3106,20%
ORD_11542,PROD_10,1,775,0%
ORD_11543,PROD_330,2,1718,15%
ORD_11543,PROD_231,1,2092,0%
ORD_11543,PROD_110,1,2538,5%
ORD_11543,PROD_62,1,1714,10%
ORD_11544,PROD_201,1,597,5%
ORD_11544,PROD_221,3,2645,5%
ORD_11545,PROD_43,1,1155,0%
ORD_11545,PROD_204,2,2498,20%
ORD_11546,PROD_52,2,3131,10%
ORD_11546,PROD_200,3,1581,15%
ORD_11546,PROD_241,1,3006,10%
ORD_11546,PROD_280,3,3103,20%
ORD_11547,PROD_102,2,2838,5%
ORD_11547,PROD_195,2,2023,0%
ORD_11547,PROD_136,2,1497,20%
ORD_11548,PROD_138,3,1579,0%
ORD_11549,PROD_20,2,1429,20%
ORD_11549,PROD_129,1,931,0%
ORD_11549,PROD_54,1,2863,10%
ORD_11549,PROD_99,1,964,10%
ORD_11550,PROD_271,1,2732,0%
ORD_11550,PROD_6,1,754,0%
ORD_11551,PROD_183,3,3048,15%
ORD_11552,PROD_72,3,2269,5%
ORD_11553,PROD_317,3,1404,0%
ORD_11553,PROD_145,1,2333,15%
ORD_11554,PROD_231,3,1484,0%
ORD_11554,PROD_320,2,1696,15%
ORD_11555,PROD_297,3,2139,20%
ORD_11555,PROD_72,2,1911,0%
ORD_11555,PROD_213,3,2409,10%
ORD_11556,PROD_15,3,2380,20%
ORD_11556,PROD_306,3,2270,10%
ORD_11556,PROD_195,2,1665,20%
ORD_11556,PROD_241,3,507,15%
ORD_11557,PROD_332,1,2190,10%
ORD_11557,PROD_222,1,814,20%
ORD_11557,PROD_322,1,2827,10%
ORD_11557,PROD_81,2,2997,20%
ORD_11558,PROD_63,1,2984,0%
ORD_11558,PROD_19,2,1089,5%
ORD_11559,PROD_40,1,2708,0%
ORD_11560,PROD_71,3,2724,0%
ORD_11561,PROD_272,3,1646,10%
ORD_11561,PROD_179,2,924,0%
ORD_11561,PROD_39,3,967,10%
ORD_11562,PROD_262,1,229,0%
ORD_11562,PROD_213,2,1033,0%
ORD_11563,PROD_244,2,2124,20%
ORD_11563,PROD_255,1,337,20%
ORD_11564,PROD_176,2,1152,0%
ORD_11564,PROD_106,1,440,0%
ORD_11564,PROD_340,1,998,15%
ORD_11565,PROD_166,1,788,10%
ORD_11565,PROD_22,3,1596,5%
ORD_11566,PROD_3,3,1393,0%
ORD_11566,PROD_312,1,349,10%
ORD_11566,PROD_53,2,947,10%
ORD_11566,PROD_307,3,3056,0%
ORD_11567,PROD_6,2,3130,15%
ORD_11567,PROD_44,1,2561,0%
ORD_11568,PROD_129,2,2907,5%
ORD_11569,PROD_141,2,2994,0%
ORD_11569,PROD_82,3,1182,10%
ORD_11570,PROD_323,3,1378,10%
ORD_11570,PROD_100,1,243,10%
ORD_11570,PROD_144,3,1753,15%
ORD_11571,PROD_34,3,385,0%
ORD_11571,PROD_265,1,623,0%
ORD_11571,PROD_342,2,406,5%
ORD_11572,PROD_25,1,2766,10%
ORD_11573,PROD_193,2,1337,0%
ORD_11573,PROD_64,1,2907,0%
ORD_11573,PROD_77,2,2331,5%
ORD_11574,PROD_5,2,223,0%
ORD_11574,PROD_191,1,738,15%
ORD_11574,PROD_288,2,2416,0%
ORD_11575,PROD_185,3,1768,15%
ORD_11575,PROD_300,3,1367,5%
ORD_11575,PROD_323,2,3132,0%
ORD_11575,PROD_209,1,2507,0%
ORD_11576,PROD_318,2,383,0%
ORD_11577,PROD_225,3,3148,0%
ORD_11577,PROD_281,1,2581,5%
ORD_11578,PROD_8,3,2986,15%
ORD_11578,PROD_230,2,787,0%
ORD_11578,PROD_58,1,3098,0%
ORD_11578,PROD_158,3,1184,0%
ORD_11579,PROD_237,1,1785,0%
ORD_11579,PROD_242,1,498,15%
ORD_11580,PROD_192,2,2996,0%
ORD_11580,PROD_88,2,2506,0%
ORD_11580,PROD_40,3,2101,5%
ORD_11581,PROD_8,2,2053,20%
ORD_11581,PROD_154,2,3193,15%
ORD_11582,PROD_139,1,2082,10%
ORD_11582,PROD_157,1,833,10%
ORD_11582,PROD_84,3,2315,10%
ORD_11583,PROD_51,3,697,0%
ORD_11583,PROD_38,1,2826,0%
ORD_11583,PROD_198,3,1967,10%
ORD_11584,PROD_54,2,943,0%
ORD_11585,PROD_208,1,1577,5%
ORD_11585,PROD_98,2,2502,15%
ORD_11585,PROD_79,2,2424,0%
ORD_11585,PROD_321,1,3172,5%
ORD_11586,PROD_160,1,2342,20%
ORD_11586,PROD_257,1,1074,15%
ORD_11587,PROD_51,3,2234,15%
